,Data_Source,Diluant Type,Diluant(%),Equv(phi),Fuel,Fuel(%),Measured_wavelength(nm),Mode_of_measurement,Oxidizer(%),P(atm),P_Error(%),Research_group,Shocktube_dia(cm),Species_measurement_Error,Species_name,T(K),T_Error(%),Time(μs)
276,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1.0,CCCCCC,0.42,306.0,Species,4.0,3.43,±1,Stanford,14.13,±3,OH,1407,±0.7,263
281,blend_surrogate_fuels,N2,77.526,1.0,CCCCCCC,1.874,306.7,Species,20.6,11.24,,Stanford,5.0,,OH,1236,±1.8,207
290,n_Dodecane_Nano,N2,78.43,0.5,CCCCCCCCCCCC,0.57,430.0,Speceis,21.0,6.7,,Stanford,15.3,,CH,1175,,675
293,n_Dodecane / Vasu_2010_thesis,N2,96.175,0.5,CCCCCCCCCCCC,0.1,306.0,Species,3.725,16.13,,Stanford,5.0,±5,OH,1211,±1,534
301,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.0703,0.82,CCCCCCCCCCCC,0.9297,430.0,Speceis,21.0,5.0,±9.3,Stanford,15.3,,CH,903,±1,7825
302,n_Dodecane / Vasu_2010_thesis,N2,78.545,0.5,CCCCCCCCCCCC,0.565,306.0,Species,20.89,19.6,,Stanford,5.0,±5,OH,1087,±1,527
316,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,1.23,,Xi’an_Jiaotong,11.5,±2.36,CH,1511,±3,155
317,blend_surrogate_fuels,N2,77.526,1.0,CCCCCCC,1.874,306.7,Species,20.6,48.6,,Stanford,5.0,,OH,985,±1.8,364
318,n_Dodecane_Nano,N2,99.2011,1.0,CCCCCCCCCCCC,0.05,430.0,Speceis,0.7489,2.34,,Stanford,15.3,,CH,1387,,1197
319,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,97.6,1.0,CCCCCCC,0.2,431.0,Species,2.2,2.15,,Stanford,15.3,±5,CH,1432,±1,345
320,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.908,0.56,CCCCCCCCCCCCCCCC,0.092,431.0,Species,4.0,2.06,,Stanford,15.3,±2,CH,1159,±2,3870
321,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,92.5,1.0,CCCC,1.0,431.0,Speceis,6.5,1.97,±1,Stanford,15.3,±5,CH,1468,±1,150
322,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1.0,CCCCCCC,0.4,431.0,Species,4.4,5.65,,Stanford,15.3,±5,CH,1442,±1,117
323,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.3205,0.6,CCCCCCCCCCCC,0.6795,430.0,Speceis,21.0,4.23,±9.3,Stanford,15.3,,CH,993,±1,5732
324,n_Dodecane / Vasu_2010_thesis,N2,78.545,0.5,CCCCCCCCCCCC,0.565,306.0,Species,20.89,22.7,,Stanford,5.0,±5,OH,910,±1,2134
325,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,98.9507,1.21,CCCCCCCCCCCCCCCC,0.0493,431.0,Species,1.0,6.77,,Stanford,15.3,±2,CH,1333,±2,917
326,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1.0,CCCCCCCC,0.32,306.0,Species,4.0,2.05,±1,Stanford,14.13,±3,OH,1265,±0.7,1569
327,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.871,0.79,CCCCCCCCCCCCCCCC,0.129,431.0,Species,4.0,2.08,,Stanford,15.3,±2,CH,1165,±2,4548
328,n_heptane_oxidation,Ar,99.64,1.0,CCCCCCC,0.03,306.7,Species,0.33,2.155,±1,Stanford,15.3,,OH,1494,±1,1330
329,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1.0,CCCCC,0.5,306.0,Species,4.0,2.0,±1,Stanford,14.13,±3,OH,1267,±0.7,1845
330,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1.0,CCCCCCCC,0.32,306.0,Species,4.0,3.81,±1,Stanford,14.13,±3,OH,1273,±0.7,1064
331,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1.0,CCCCCC,0.42,306.0,Species,4.0,1.92,±1,Stanford,14.13,±3,OH,1284,±0.7,1317
332,Haylett_2011_thesis,N2,76.433,1.89,CCCCCCCCCC,2.567,430.0,Species,21.0,4.93, ±9.6,Stanford,15.3, ±9.6,CH,1173, ±2,950
333,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.8429,0.96,CCCCCCCCCCCCCCCC,0.1571,431.0,Species,4.0,2.03,,Stanford,15.3,±2,CH,1177,±2,4778
334,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1.0,CCCCCCCC,0.32,306.0,Species,4.0,3.37,±1,Stanford,14.13,±3,OH,1282,±0.7,1020
335,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,98.9674,0.8,CCCCCCCCCCCCCCCC,0.0326,431.0,Species,1.0,4.6,,Stanford,15.3,±2,CH,1170,±2,5022
336,Haylett_2011_thesis,N2,77.56,1.06,CCCCCCCCCC,1.44,430.0,Species,21.0,5.14, ±9.6,Stanford,15.3, ±9.6,CH,1081, ±2,1696
337,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1.0,CCCCCCCC,0.32,306.0,Species,4.0,3.75,±1,Stanford,14.13,±3,OH,1319,±0.7,614
338,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,5.46,,Xi’an_Jiaotong,11.5,±2.36,CH,1281,±3,814
339,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,95.75,2.0,CCCC,1.0,431.0,Speceis,3.25,1.06,±1,Stanford,15.3,±5,CH,1627,±1,220
340,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.8224,1.09,CCCCCCCCCCCCCCCC,0.1776,431.0,Species,4.0,2.13,,Stanford,15.3,±2,CH,1181,±2,5536
341,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,98.9503,1.22,CCCCCCCCCCCCCCCC,0.0497,431.0,Species,1.0,6.54,,Stanford,15.3,±2,CH,1267,±2,1902
342,Haylett_2011_thesis,N2,77.506,1.1,CCCCCCCCCC,1.494,430.0,Species,21.0,4.87, ±9.6,Stanford,15.3, ±9.6,CH,1131, ±2,1252
343,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1.0,CCCCCC,0.42,306.0,Species,4.0,3.32,±1,Stanford,14.13,±3,OH,1273,±0.7,1046
344,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.3902,0.54,CCCCCCCCCCCC,0.6098,430.0,Speceis,21.0,6.71,±9.3,Stanford,15.3,,CH,1045,±1,2753
345,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1.0,CCCCCC,0.42,306.0,Species,4.0,1.93,±1,Stanford,14.13,±3,OH,1237,±0.7,2706
346,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,92.2,2.0,CCCCCCC,1.2,431.0,Species,6.6,1.2,,Stanford,15.3,±5,CH,1456,±1,361
347,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.871,0.79,CCCCCCCCCCCCCCCC,0.129,431.0,Species,4.0,2.08,,Stanford,15.3,±2,CH,1165,±2,4548
348,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1.0,CCCCCCCC,0.32,306.0,Species,4.0,2.01,±1,Stanford,14.13,±3,OH,1289,±0.7,1198
349,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.714,1.0,CCCCCCCCC,0.286,306.0,Species,4.0,1.68,±1,Stanford,14.13,±3,OH,1288,±0.7,1351
350,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1.0,CCCCC,0.5,306.0,Species,4.0,1.95,±1,Stanford,14.13,±3,OH,1304,±0.7,1227
351,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1.0,CCCCC,0.5,306.0,Species,4.0,3.61,±1,Stanford,14.13,±3,OH,1268,±0.7,1296
352,Autoignition_ n_Alkane / Horning_2001_thesis,Ar,95.75,2.0,CCCC,1.0,431.0,Speceis,3.25,1.07,±1,Stanford,15.3,±5,CH,1541,±1,441
353,Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1.0,CCCCC,0.5,306.0,Species,4.0,3.61,±1,Stanford,14.13,±3,OH,1303,±0.7,832
354,Haylett_2011_thesis,N2,77.105,1.4,CCCCCCCCCC,1.895,430.0,Species,21.0,5.15, ±9.6,Stanford,15.3, ±9.6,CH,1154, ±2,921
355,Haylett_2011_thesis,N2,77.528,1.09,CCCCCCCCCC,1.472,430.0,Species,21.0,4.56, ±9.6,Stanford,15.3, ±9.6,CH,1109, ±2,1358
356,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,97.4,2.0,CCCCCCC,0.4,431.0,Species,2.2,1.26,,Stanford,15.3,±5,CH,1529,±1,442
357,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,1.24,,Xi’an_Jiaotong,11.5,±2.36,CH,1250,±3,1898
358,n_Dodecane_Nano,N2,99.226,1.0,CCCCCCCCCCCC,0.043,430.0,Speceis,0.731,2.3,,Stanford,15.3,,CH,1394,,1463
359,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.7926,0.18,CCCCCCCCCCCC,0.2074,430.0,Speceis,21.0,4.0,±9.3,Stanford,15.3,,CH,1078,±1,5605
360,C1_C4_Alkanes,Ar,92.86,1.0,CCCC,0.95,430.0,Speceis,6.19,5.44,,Xi’an_Jiaotong,11.5,±2.36,CH,1230,±3,1457
362,Horning_2001_thesis / Autoignition_ n_Alkane,Ar,92.2,2.0,CCCCCCC,1.2,431.0,Species,6.6,1.2,,Stanford,15.3,±5,CH,1423,±1,486
363,n_heptane_oxidation,Ar,99.64,1.0,CCCCCCC,0.03,306.7,Species,0.33,2.86,±1,Stanford,15.3,,OH,1368,±1,1810
365,n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,98.9688,0.76,CCCCCCCCCCCCCCCC,0.0312,431.0,Species,1.0,4.44,,Stanford,15.3,±2,CH,1172,±2,4577
367,aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.2661,0.65,CCCCCCCCCCCC,0.7339,430.0,Speceis,21.0,6.37,±9.3,Stanford,15.3,,CH,1168,±1,484
