Data_Source,Diluant Type,Diluant(%),Equv(phi),Fuel,Fuel(%),Measured_wavelength(nm),Mode_of_measurement,Oxidizer(%),P(atm),P_Error(%),Research_group,Shocktube_dia(cm),Species_measurement_Error,Species_name,T(K),T_Error(%),Time(μs)
n_Dodecane / Vasu_2010_thesis,N2,97.139,0.5,CCCCCCCCCCCC,0.075,306,Species,2.786,15.45,,Stanford,5,±5,OH,1221,±1,685
Horning_2001_thesis / Autoignition_ n_Alkane,Ar,97.4,2,CCCCCCC,0.4,431,Species,2.2,1.22,,Stanford,15.3,±5,CH,1619,±1,210
Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1,CCCCCCC,0.4,431,Species,4.4,1.27,,Stanford,15.3,±5,CH,1458,±1,208
n_Dodecane / Vasu_2010_thesis,N2,78.107,1,CCCCCCCCCCCC,1.123,306,Species,20.77,20.4,,Stanford,5,±5,OH,992,±1,739
n_Dodecane_Nano,N2,78.43,0.5,CCCCCCCCCCCC,0.57,430,Speceis,21,6.7,,Stanford,15.3,,CH,1126,,1069
n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.9091,0.56,CCCCCCCCCCCCCCCC,0.0909,431,Species,4,1.91,,Stanford,15.3,±2,CH,1212,±2,2270
n_Dodecane_Nano,N2,99.2055,1,CCCCCCCCCCCC,0.0445,430,Speceis,0.75,2.41,,Stanford,15.3,,CH,1403,,586
aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,77.506,1.32,CCCCCCCCCCCC,1.494,430,Speceis,21,6.01,±9.3,Stanford,15.3,,CH,932,±1,1559
n_Dodecane_Nano,N2,99.1724,1,CCCCCCCCCCCC,0.05,430,Speceis,0.7776,2.25,,Stanford,15.3,,CH,1553,,276
C1_C4_Alkanes,Ar,92.86,1,CCCC,0.95,430,Speceis,6.19,1.23,,Xi’an_Jiaotong,11.5,±2.36,CH,1511,±3,155
blend_surrogate_fuels,N2,77.526,1,CCCCCCC,1.874,306.7,Species,20.6,48.6,,Stanford,5,,OH,985,±1.8,364
n_Dodecane_Nano,N2,99.2011,1,CCCCCCCCCCCC,0.05,430,Speceis,0.7489,2.34,,Stanford,15.3,,CH,1387,,1197
Horning_2001_thesis / Autoignition_ n_Alkane,Ar,97.6,1,CCCCCCC,0.2,431,Species,2.2,2.15,,Stanford,15.3,±5,CH,1432,±1,345
n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.908,0.56,CCCCCCCCCCCCCCCC,0.092,431,Species,4,2.06,,Stanford,15.3,±2,CH,1159,±2,3870
Autoignition_ n_Alkane / Horning_2001_thesis,Ar,92.5,1,CCCC,1,431,Speceis,6.5,1.97,±1,Stanford,15.3,±5,CH,1468,±1,150
Horning_2001_thesis / Autoignition_ n_Alkane,Ar,95.2,1,CCCCCCC,0.4,431,Species,4.4,5.65,,Stanford,15.3,±5,CH,1442,±1,117
aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.3205,0.6,CCCCCCCCCCCC,0.6795,430,Speceis,21,4.23,±9.3,Stanford,15.3,,CH,993,±1,5732
n_Dodecane / Vasu_2010_thesis,N2,78.545,0.5,CCCCCCCCCCCC,0.565,306,Species,20.89,22.7,,Stanford,5,±5,OH,910,±1,2134
n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,98.9507,1.21,CCCCCCCCCCCCCCCC,0.0493,431,Species,1,6.77,,Stanford,15.3,±2,CH,1333,±2,917
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1,CCCCCCCC,0.32,306,Species,4,2.05,±1,Stanford,14.13,±3,OH,1265,±0.7,1569
n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.871,0.79,CCCCCCCCCCCCCCCC,0.129,431,Species,4,2.08,,Stanford,15.3,±2,CH,1165,±2,4548
n_heptane_oxidation,Ar,99.64,1,CCCCCCC,0.03,306.7,Species,0.33,2.155,±1,Stanford,15.3,,OH,1494,±1,1330
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1,CCCCC,0.5,306,Species,4,2,±1,Stanford,14.13,±3,OH,1267,±0.7,1845
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1,CCCCCCCC,0.32,306,Species,4,3.81,±1,Stanford,14.13,±3,OH,1273,±0.7,1064
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1,CCCCCC,0.42,306,Species,4,1.92,±1,Stanford,14.13,±3,OH,1284,±0.7,1317
Haylett_2011_thesis,N2,76.433,1.89,CCCCCCCCCC,2.567,430,Species,21,4.93, ±9.6,Stanford,15.3, ±9.6,CH,1173, ±2,950
n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.8429,0.96,CCCCCCCCCCCCCCCC,0.1571,431,Species,4,2.03,,Stanford,15.3,±2,CH,1177,±2,4778
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1,CCCCCCCC,0.32,306,Species,4,3.37,±1,Stanford,14.13,±3,OH,1282,±0.7,1020
n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,98.9674,0.8,CCCCCCCCCCCCCCCC,0.0326,431,Species,1,4.6,,Stanford,15.3,±2,CH,1170,±2,5022
Haylett_2011_thesis,N2,77.56,1.06,CCCCCCCCCC,1.44,430,Species,21,5.14, ±9.6,Stanford,15.3, ±9.6,CH,1081, ±2,1696
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1,CCCCCCCC,0.32,306,Species,4,3.75,±1,Stanford,14.13,±3,OH,1319,±0.7,614
C1_C4_Alkanes,Ar,92.86,1,CCCC,0.95,430,Speceis,6.19,5.46,,Xi’an_Jiaotong,11.5,±2.36,CH,1281,±3,814
Autoignition_ n_Alkane / Horning_2001_thesis,Ar,95.75,2,CCCC,1,431,Speceis,3.25,1.06,±1,Stanford,15.3,±5,CH,1627,±1,220
n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.8224,1.09,CCCCCCCCCCCCCCCC,0.1776,431,Species,4,2.13,,Stanford,15.3,±2,CH,1181,±2,5536
n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,98.9503,1.22,CCCCCCCCCCCCCCCC,0.0497,431,Species,1,6.54,,Stanford,15.3,±2,CH,1267,±2,1902
Haylett_2011_thesis,N2,77.506,1.1,CCCCCCCCCC,1.494,430,Species,21,4.87, ±9.6,Stanford,15.3, ±9.6,CH,1131, ±2,1252
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1,CCCCCC,0.42,306,Species,4,3.32,±1,Stanford,14.13,±3,OH,1273,±0.7,1046
aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.3902,0.54,CCCCCCCCCCCC,0.6098,430,Speceis,21,6.71,±9.3,Stanford,15.3,,CH,1045,±1,2753
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1,CCCCCC,0.42,306,Species,4,1.93,±1,Stanford,14.13,±3,OH,1237,±0.7,2706
Horning_2001_thesis / Autoignition_ n_Alkane,Ar,92.2,2,CCCCCCC,1.2,431,Species,6.6,1.2,,Stanford,15.3,±5,CH,1456,±1,361
n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,95.871,0.79,CCCCCCCCCCCCCCCC,0.129,431,Species,4,2.08,,Stanford,15.3,±2,CH,1165,±2,4548
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.68,1,CCCCCCCC,0.32,306,Species,4,2.01,±1,Stanford,14.13,±3,OH,1289,±0.7,1198
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.714,1,CCCCCCCCC,0.286,306,Species,4,1.68,±1,Stanford,14.13,±3,OH,1288,±0.7,1351
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1,CCCCC,0.5,306,Species,4,1.95,±1,Stanford,14.13,±3,OH,1304,±0.7,1227
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1,CCCCC,0.5,306,Species,4,3.61,±1,Stanford,14.13,±3,OH,1268,±0.7,1296
Autoignition_ n_Alkane / Horning_2001_thesis,Ar,95.75,2,CCCC,1,431,Speceis,3.25,1.07,±1,Stanford,15.3,±5,CH,1541,±1,441
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.5,1,CCCCC,0.5,306,Species,4,3.61,±1,Stanford,14.13,±3,OH,1303,±0.7,832
Haylett_2011_thesis,N2,77.105,1.4,CCCCCCCCCC,1.895,430,Species,21,5.15, ±9.6,Stanford,15.3, ±9.6,CH,1154, ±2,921
Haylett_2011_thesis,N2,77.528,1.09,CCCCCCCCCC,1.472,430,Species,21,4.56, ±9.6,Stanford,15.3, ±9.6,CH,1109, ±2,1358
Horning_2001_thesis / Autoignition_ n_Alkane,Ar,97.4,2,CCCCCCC,0.4,431,Species,2.2,1.26,,Stanford,15.3,±5,CH,1529,±1,442
C1_C4_Alkanes,Ar,92.86,1,CCCC,0.95,430,Speceis,6.19,1.24,,Xi’an_Jiaotong,11.5,±2.36,CH,1250,±3,1898
n_Dodecane_Nano,N2,99.226,1,CCCCCCCCCCCC,0.043,430,Speceis,0.731,2.3,,Stanford,15.3,,CH,1394,,1463
aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.7926,0.18,CCCCCCCCCCCC,0.2074,430,Speceis,21,4,±9.3,Stanford,15.3,,CH,1078,±1,5605
C1_C4_Alkanes,Ar,92.86,1,CCCC,0.95,430,Speceis,6.19,5.44,,Xi’an_Jiaotong,11.5,±2.36,CH,1230,±3,1457
Lam_2013_thesis / Normal_Alkanes_and_Simple_Oxygenates,Ar,95.58,1,CCCCCC,0.42,306,Species,4,3.1,±1,Stanford,14.13,±3,OH,1250,±0.7,1805
Horning_2001_thesis / Autoignition_ n_Alkane,Ar,92.2,2,CCCCCCC,1.2,431,Species,6.6,1.2,,Stanford,15.3,±5,CH,1423,±1,486
n_heptane_oxidation,Ar,99.64,1,CCCCCCC,0.03,306.7,Species,0.33,2.86,±1,Stanford,15.3,,OH,1368,±1,1810
Autoignition_ n_Alkane / Horning_2001_thesis,Ar,95.75,2,CCCC,1,431,Speceis,3.25,1.13,±1,Stanford,15.3,±5,CH,1618,±1,218
n_hexadecane / hexadecane_diesel/Haylett_2011_thesis,Ar,98.9688,0.76,CCCCCCCCCCCCCCCC,0.0312,431,Species,1,4.44,,Stanford,15.3,±2,CH,1172,±2,4577
Autoignition_ n_Alkane / Horning_2001_thesis,Ar,95.75,2,CCCC,1,431,Speceis,3.25,1.13,±1,Stanford,15.3,±5,CH,1577,±1,304
aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.2661,0.65,CCCCCCCCCCCC,0.7339,430,Speceis,21,6.37,±9.3,Stanford,15.3,,CH,1168,±1,484
aerosol_shock_tube / aerosol_shock_tube_low pressure / Second_generation_confo / Second_Generation_shock_tube ,Ar,78.5121,0.43,CCCCCCCCCCCC,0.4879,430,Speceis,21,8.63,±9.3,Stanford,15.3,,CH,1220,±1,292
